,AKA Name,Facility Type,Risk,Address,Zip,Year,Inspection Type,Results,Violations,Latitude,Longitude
1756,ANGELO'S STUFFED PIZZA,Restaurant,Risk 1 (High),4850 S PULASKI RD ,60632.0,2022,Complaint,Fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGNS AT HAND SINKS IN PREP AREAS. MUST PROVIDE AND MAINTAIN. | 21. PROPER HOT HOLDING TEMPERATURES - Comments: OBSERVED IMPROPER TEMPERATURES OF TCS FOODS SUCH AS 3LBS. MARINARA SAUCE AT 74.3F AT HOT HOLDING UNIT. PRODUCT WAS DISCARDED BY MANAGER.MUST HAVE HOT HOLDING AT 135.0F OR ABOVE. APPX. 3LBS.$7.(PRIORITY 7-38-005)(COS)(CITATION ISSUED) | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO THERMOMETER FOR FRONT 1- DOOR GLASS DESSERT COOLER. MUST PROVIDE AND MAINTAIN. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: MUST LABEL FOOD STORAGE CONTAINERS WHEN FOOD IS NOT IN ORIGINAL PACKAGE. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED EVIDENCE OF APPX. 100 OR MORE MICE DROPPINGS ON FLOOR ALONG WALL BASES OF CHEST FREEZERS ,ON WOOD PALLETS ALONG WALL BASES IN REAR GARAGE STORAGE AREA.UNDER STAIR CASE,ON FLOOR AND SHELVING UNITS IN BASEMENT AND A DEAD MOUSE ON FLOOR IN FURNACE ROOM. MUST REMOVE DROPPINGS AND DEAD MOUSE,CLEAN AND SANITIZE AREAS. RECOMMENDED TO HAVE A PEST CONTROL OPERATOR TO SERVICE PREMISES ON OR AFTER 2/24/22.(PRIORITY FOUNDATION 7-38-020(A)(CITATION ISSUED) | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED AN APPX. '1/2-3/4' GAP ALONG BOTTOM OF FRONT DOOR.MUST MAKE DOOR TIGHT FITTING. | 43. IN-USE UTENSILS: PROPERLY STORED - Comments: MUST REMOVE ICE SCOOPS FROM TOPSIDE OF ICE MACHINE AND STORE IN A CLEAN CONTAINER. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN DEBRIS BUILD UP IN FRYER CABINET,WALK IN COOLER-SHELVING UNITS,COMPRESSOR UNIT AND FAN GUARD COVERS.MUST DEFROST CHEST FREEZERS. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: MUST REPAIR OR REPLACE LOW COLD WATER PRESSURE AT BASEMENT HAND SINK. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACK FLOW DEVICE TO BE SEEN FOR SERVICING ON ICE MACHINE.MUST PROVIDE AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: MUST PROVIDE A LID FOR GARBAGE CAN IN WOMEN'S TOILET ROOM. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST SEAL HOLE IN TILE FLOOR BEHIND SERVICE COUNTER.MUST REPAIR OR REPLACE HOLE IN WALL IN GARAGE STORAGE BEHIND CHEST FREEZER,MISSING OUTLET COVERS WHERE NEEDED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST CLEAN DEBRIS BUILD UP FROM WALLS AND CEILING IN WALK IN COOLER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST ELEVATE,REMOVE AND ORGANIZE ARTICLES OFF OF FLOOR AND AWY FROM WALLS THROUGHOUT GARAGE AND BASEMENT AREAS. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO FOOD HANDLERS TRAINING FOR EMPLOYEES.MUST PROVIDE AND MAINTAIN. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO FOOD ALLERGEN TRAINING FOR FOOD MANAGERS .MUST PROVIDE AND MAINTAIN. | 64. MISCELLANEOUS / PUBLIC HEALTH ORDERS - Comments: OBSERVED NO WRITTEN  PROTOCOL FOR CHECKING VACCINATION CARDS FOR DINING IN RESTAURANT.MUST PROVIDE AND MAINTAIN.",41.80452511,-87.7236336
1757,COUNTRY CLUB,Restaurant,Risk 1 (High),3462 N CLARK ST ,60657.0,2022,Canvass,Pass,"43. IN-USE UTENSILS: PROPERLY STORED - Comments: NOTED SERVING PLATES ON SHELVES AT THE KITCHEN PREP AREA NOT PROPERLY STORED. INSTRUCTED TO INVERT ALL SERVING PLATES TO PREVENT DUST ACCUMULATION.  | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: NOTED KNIVES AND SPATULARS STORED BETWEEN WALL AND 3 COMPARTMENT SINK AT THE KITCHEN PREP AREA. INSTRUCTED TO WASH CLEAN AND STORE AT A CLEAN DRY STORAGE DRAWER.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NOTED CARDBOARD BOXES AND FOIL PAPER USED TO LINE SHELVES AT THE KITCHEN PREP AND THE WALK IN COOLER. INSTRUCTED TO CLEAN AND REMOVE ALL CARDBOARD BOXES  AND FOIL PAPER TO PREVENT HIDING PLACES FOR PEST.",41.94504968,-87.65495322
1759,RAINBOW,Restaurant,Risk 1 (High),4825 N WESTERN AVE ,60625.0,2022,Canvass,Pass,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: INSTRUCTED TO PROVIDE HANDWASHING SIGNAGE AT HANDSINK INSIDE (2) WASHROOMS. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: INSTRUCTED TO LABEL FOOD STORAGE CONTAINERS IDENTIFIED WITH COMMON NAME (SALT, SUGAR ETC) | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: INSTRUCTED TO RODENT PROOF BOTTOM OF FRONT ENTRANCE AND REAR EXIT DOOR. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: INSTRUCTED TO CLEAN AND REPAINT RUSTY (3) METAL PREP SHELVES IN THE KITCHEN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO CLEAN AND MAINTAIN EXTERIOR SURFACES OF FOOD CONTAINERS IN THE KITCHEN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: TOILET ROOM (EMPLOYEE/CUSTOMER) RECEPTACLES MUST BE COVERED. INSTRUCTED TO PROVIDE COVER/LID. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN AND MAINTAIN VENT COVER WITH DUST ACCUMULATION INSIDE (2) WASHROOMS. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: FOOD HANDLER WITH NO PROOF OF FOOD HANDLER TRAINING CERTIFICATE.  INSTRUCTED TO PROVIDE CERTIFICATE FOR EACH EMPLOYEE. ",41.96938326,-87.68878285
1761,BULLDOG ALE HOUSE,Restaurant,Risk 1 (High),6606 N SHERIDAN RD ,60626.0,2022,Complaint,Fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NO PAPER TOWELS AVAILABLE AT THE DISHWASHING ROOM HAND WASHING SINK OR ANY OF THE BAR HAND WASHING SINKS. MUST PROVIDE PAPER TOWELS AT ALL TIMES AT ALL HAND WASHING SINKS. PRIORITY FOUNDATION VIOLATION 7-38-030(C) CITATION ISSUED. | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: NOTED CHLORINE CHEMICAL SANITIZING DISH WASHING MACHINE NOT DISPENSING SANITIZER WHILE GLASSWARE WAS BEING WASHED. 0 PPM CHLORINE NOTED. MACHINE TAGGED HELD FOR INSPECTION AND MUST NOT USE UNTIL REPAIRED AND PROPERLY DISPENSES CHLORINE SANITIZER. INSTRUCTED TO WASH GLASSWARE AT THE THREE COMPARTMENT SINK OR THE KITCHEN DISHROOM DISHWASHING MACHINE. PRIORITY VIOLATION 7-38-025 CITATION ISSUED. | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: SOME AREAS OF THE INSIDE OF THE ICE MACHINE IN NEED OF CLEANING. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: MENU DOES NOT DISCLOSE AND INFORM CONSUMERS THE SPECIFIC MENU ITEMS THAT ARE RAW OR UNDERCOOKED SUCH AS BURGERS. MUST DISCLOSE AND REMIND CUSTOMERS OF SUCH FOOD ON BOTH THE PRINTED AND VIRTUAL MENUS. PRIORITY FOUNDATION VIOLATION. | 28. TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, & USED - Comments: OBSERVED SEVERAL WORKING CONTAINERS (SPRAY BOTTLES) WITH AN UNKNOWN LIQUID CHEMICAL. CONTAINERS NOT LABELED WITH THE PRODUCT COMMON NAME. MANAGEMENT STATES IT IS A QUATERNARY SANITIZER. INSTRUCTED TO PROPERLY LABEL ALL WORKING CONTAINERS WITH THE CHEMICAL COMMON NAME. PRIORITY FOUNDATION VIOLATION 7-38-015 CITATION ISSUED. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: ALL BULK FOOD CONTAINERS INCLUDING SPICES NOT STORED IN THEIR ORIGINAL CONTAINER MUST BE LABELED WITH THE PRODUCT COMMON NAME. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: MUST NOT USE MILK CRATES AS A MEANS OF SHELVING OR ELEVATION FOR EQUIPMENT.  | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: NO QUATERNARY CHEMICAL TEST STRIPS ON SITE FOR THE CHEMICAL SET UP OF QUATERNARY AT THE THREE COMPARTMENT SINK AND THE SANITIZER BEING USED FOR SEVERAL WORKING CONTAINERS OF SPRAY BOTTLES OF SANITIZER. MUST PROVIDE QUATERNARY TEST TRIPS. PRIORITY FOUNDATION VIOLATION 7-38-005 CITATION ISSUED. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: NOTED A BROKEN BACKFLOW PREVENTION DEVICE AT THE UTILITY SERVICE SINK. MUST REPLACE/REPAIR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MISSING CEILING TILE ABOVE THE UTILITY SERVICE SINK. MUST REPLACE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: NOTED EMPLOYEES PERSONAL BELONGINGS IE: BACKPACK BEING STORED IN A FOOD PREP AREA. MUST PROVIDE DESIGNATED STORAGE AREAS FOR EMPLOYEES PERSONAL BELONGINGS. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: MISSING AND DAMAGED LIGHT SHIELDS THROUGHOUT THE KITCHEN. MUST REPLACE. | 64. MISCELLANEOUS / PUBLIC HEALTH ORDERS - Comments: NO WRITTEN PROTOCOL FOR IMPLEMENTING AND ENFORCING THE ORDER. MUST PROVIDE.  | 64. MISCELLANEOUS / PUBLIC HEALTH ORDERS - Comments: NO RECORDS OF EMPLOYEE VACCINATION STATUS OR WEEKLY TESTING. MUST PROVIDE.",42.00278998,-87.66094017
1762,MARISCOS EL OCEANO,Restaurant,Risk 1 (High),5960 S ARCHER AVE ,60638.0,2022,Canvass,Fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: MISSING HANDWASH SIGNAGE FOR ALL HANDWASH SINKS. INSTD TO PROVIDE SIGNAGE AND MAINTAIN | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: MISSING CONSUMER ADVISORY DISCLOSURE ON THE MENU. INSTRUCTED TO DISCLOSE WHICH FOODS (EX, OYSTERS, CEVICHE, SHRIMP) CAN BE ORDERED RAW/UNDERCOOKED  AND LINK THOSE FOODS WITH AN ASTERISK (*) TO THE REMINDER STATEMENT SUCH AS 'Consuming raw or undercooked MEATS, POULTRY, SEAFOOD, SHELLFISH, or EGGS may increase your RISK of foodborne illness, especially if you have certain medical conditions' PRIORITY FOUNDATION 7-38-005 | 28. TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, & USED - Comments: EMPLOYEE PERSONAL BELONGINGS IMPROPERLY STORED. INSTD TO STORE IN DESIGNATED AREA AND MAINTAIN | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: MISSING SPLASHGUARD INBETWEEN HANDWASH SINK AND 3-COMPARTMENT SINK. INSTD TO PROVIDE AND MAINTAIN | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: CUTTING BOARDS ON PREP COOLERS HEAVILY STAINED WITH DEEP, DARK GROOVES. INSTD TO CLEAN OR REPAIR AND MAINTAIN CUTTING BOARDS AT ALL TIMES | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: HANDWASH SINK IN PREP AREA SLOW DRAINING. INSTD TO REPAIR AND MAINTAIN  | 58. ALLERGEN TRAINING AS REQUIRED - Comments: SEE 60 | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATIONS FROM 8/13/21 REPORT 2524016 NOT CORRECTED: 51	5-205.15: **C** System Maintained in Good Repair (In Good Repair) LEAK AT FAUCET AT 3 COMPARTMENT SINK. INSTRUCTED TO CORRECT AND MAINTAIN.	 51	5-203.13: **C** Service Sink NO MOP SINK ON SITE. MUST INSTALL AND MAINTAIN WITH HOT/COLD RUNNING WATER UNDER CITY PRESSURE	 55	6-201.11: **C** Floors, Walls, and Ceilings- Cleanability FLOORS IN REAR STORAGE AREAS IN NEED OF CLEANING. INSTRUCTED TO CLEAN AND MAINTAIN.	 58	2-102.13: **C** Allergen Training - All certified food service sanitation managers employed by a restaurant must receive or obtain training in basic allergen awareness principles within 30 days after employment and every 3 years thereafter. Training programs must be accredited by the American National Standards Institute or another reputable accreditation agency under the ASTM International E2659-09 (Standard Practice for Certificate Programs). NO ALLERGEN CERTIFICATE ON SITE. INSTRUCTED TO OBTAIN AND MAINTAIN.  CITATION ISSUED 7-42-090 PRIORITY FOUNDATION 7-42-090",41.79541424,-87.76506224
1764,Chipotle Mexican Grill,Restaurant,Risk 1 (High),6600 N SHERIDAN RD ,60626.0,2022,Complaint,Fail,"16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: NOTED THE INTERIOR OF THE ICE FOR CONSUMPTION MACHINE AND UPPER ICE SURFACES WITH BLACK SLIME SUBSTANCE AND DRIPPING DOWN INTO THE ICE BIN. INSTRUCTED TO REMOVE ALL BLACK SLIME, SANITIZE AND CLEAN ALL AREAS OF MACHINE. PRIORITY FOUNDATION VIOLATION 7-38-005 CITATION ISSUED. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: INTERNAL THERMOMETER OF THE FRONT PREP TWO DOOR COOLER INACCURATE. INSTRUCTED TO REPLACE. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED THE OUTSIDE GARBAGE CORRAL AREA WITH LARGE AMOUNTS OF FOOD DEBRIS SUCH AS AVOCADO SHELLS AND PITS ON THE SURROUNDING GROUNDS OF THE WASTE RECEPTACLES ALONG WITH OTHER EMPTY FOOD CONTAINERS AND PAPER DEBRIS. INSTRUCTED TO REMOVE ALL FOODS, WASTE, AND DEBRIS FROM THE GARBAGE CORRAL GROUNDS. PRIORITY FOUNDATION VIOLATION 7-38-020(B) CITATION ISSUED.",42.00259638,-87.6609322
1767,KRISPY KREME,Restaurant,Risk 2 (Medium),108 N STATE ST ,60602.0,2022,License,Pass,,41.88342264,-87.62802165
1769,MIDDLE EAST BAKERY & GRILL,Restaurant,Risk 1 (High),1512 W FOSTER AVE ,60640.0,2022,Complaint Re-Inspection,Pass,,41.97629123,-87.66897681
1770,HEXE COFFEE,Restaurant,Risk 2 (Medium),2832 N CLYBOURN AVE ,60618.0,2022,Complaint,Fail,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED NO SPLASH GUARD AT HANDWSHING SINK LOCATED RIGHT NEXT TO THE THREE COMPARTMENT SINK IN THE KITCHEN PREPARATION AREA. INSTRUCTED TO PROVIDE A DURABLE AND WASHABLE SPLASH GUARD. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED RAW WOODEN SHELVES IN REAR KITCHEN PREPARATION AREA. INSTRUCTED TO SEAL WOODEN SHELVES TO ENSURE THAT THEY ARE SMOOTH AND EASILY CLEANABLE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED ICE SCOOP IN ICE MACHINE ON ICE. INSTRUCTED TO STORE IN A CLEAN CONTAINER AND KEEP INVERTED. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED CUTTING BOARD WITH A LOT OF SCRATCHES AND SCORING IN KITCHEN PREPARATION AREA. INSTRUCTED TO RESURFACE OR REPLACE CUTTING BOARDS. | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED NO IRREVERSIBLE REGISTERING TEMPERATURE INDICATORS, SUCH AS STICKERS OR DISHMACHINE THERMOMETER, TO MEASURE THE UTENSIL SURFACE TEMPERATURE INSIDE OF THE HIGH TEMPERATURE DISH MACHINE. INSTRUCTED TO PROVIDE AND MAINTAIN. PRIORITY FOUNDATION VIOLATION 7-38-005, CITATION ISSUED.  | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED OUTSIDE GARBAGE DUMPSTER OVERFLOWING WITH TRASH ,LID OPEN AND DUMPSTER NOT COVERED. ALSO OBSERVED GARBAGE DUMPSTER WITH LARGE OPENING APPROXIMATELY FOUR INCHES.  INSTRUCTED TO MAINTAIN GARBAGE AND KEEP TIGHTFITTING LIDS TO PREVENT PEST HARBORAGE AND REPAIR OR REPLACE LID. PRIORITY FOUNDATION VIOLATION  7-38-020(b), CITATION ISSUED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED UNUSED ITEMS ( POP CORN MACHINE). INSTRUCTED TO DETAIL CLEAN AND ORGANIZE REAR DRY STORAGE AND REMOVE UNECCESSARY ITEMS DUE TO POTENTIAL PEST HARBORAGE AND ELEVATE STOCK ITEMS AT LEAST SIX INXHES OFF OF THE FLOOR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DIRT ON FLOORS ALONG WALLS IN THE KITCHEN PREPARATION AREA BEHIND THREE COMPARTMENT SINK AND HIGH TEMPERATURE DISH WAREWASHING MACHINE. INSTRUCTED TO CLEAN FLOORS AND MAINTAIN.",41.93276905,-87.67901049
1771,HOTEL ZACHARY,Restaurant,Risk 1 (High),3630 N CLARK ST ,60613.0,2022,Complaint Re-Inspection,Pass,16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED SLIGHT PINK BUILD-UP INSIDE CRUSHED ICE MACHINE. MUST CLEAN INTERIOR OF SAID ICE MACHINE AND MAINTAIN.,41.9479656,-87.65729854
1773,SUBWAY,Restaurant,Risk 1 (High),6456 W 63RD ST ,60638.0,2022,Canvass,Pass,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: MISSING HANDWASH SIGNAGE AT HANDWASH SINK IN EMPLOYEE TOILET ROOM AND HANDWASH SINK IN REAR PREP AREA | 43. IN-USE UTENSILS: PROPERLY STORED - Comments: KNIVES IMPROPERLY STORED IN CONTAINER OF SANITIZING SOLUTION AT SANDWICH PREP LINE. INSTD TO STORE PROPERLY (I.E in hot water 135F OR above , on a clean portion of the FOOD preparation table only if the in-use utensil and the food contact surface of the FOOD preparation table is cleaned and sanitized at a specified frequency, or in a protected manner) | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: CARDBOARD LINING ON STORAGE SHELVES IN REAR. INSTD TO REMOVE SO AS SURFACE TO BE A SMOOTH, EVEN, AND EASILY CLEANABLE SURFACE.",41.7777511,-87.78356604
1774,DIB SUSHI BAR AND THAI CUISINE,Restaurant,Risk 1 (High),1025 W LAWRENCE AVE ,60640.0,2022,Canvass,Pass,49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED ACCUMULATED DUST BUILD UP ON STIR FRY REACH IN COOLER CONDENSER. MUST CLEAN AND MAINTAIN.,41.9689657,-87.65589622
1776,RUSH STREET PANTRY,Restaurant,Risk 1 (High),540 N MICHIGAN AVE ,60611.0,2022,Canvass,Pass,37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: PACKAGED FOOD IN RAB AND GO COOLER MISSING  INGREDIENT LABLE ( PARFAIT) INSTRUCTED TO PROVIDE. ,41.89214078,-87.62431278
1777,DUNKIN DONUTS/BASKIN ROBBINS,Restaurant,Risk 2 (Medium),3910 S ARCHER AVE ,60632.0,2022,Complaint,Fail,"16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED INTERIOR UPPER PANEL INSIDE OF ICE MACHINE WITH A MASSIVE AMOUNT OF BLACK AND PINK SUBSTANCE WITH BUILD UP AND DRIPPING ONTO ICE BELOW AND THE SAME WITH INTERIOR LOWER PANEL INSIDE OF MACHINE.MUST DISCARD ICE,CLEAN AND SANITIZE ALL PARTS OF ICE MACHINE AND MAINTAIN.(PRIORITY FOUNDATION 7-38-005)(CITATION ISSUED)  | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: MUST LABEL FOOD STORAGE CONTAINERS WHEN FOOD IS NOT IN ORIGINAL PACKAGE. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN DEBRIS BUILD UP ON EXTERIOR OF FOOD STORAGE CONTAINERS,ICE BIN,PREP TABLES AND LEGS,COUNTER TOPS. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACKFLOW DEVICE ON ICE MACHINE TO BE SEEN FOR SERVICING.MUST PROVIDE AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO GARBAGE CAN WITH LID IN UNISEX TOILET ROOM.MUST PROVIDE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST CLEAN DEBRIS BUILD UP FROM FLOOR UNDER,AROUND AND ALONG WALL BASES THROUGHOUT INCLUDING WALK IN COOLER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST GROUT FLOOR IN REAR STORAGE AREA AND IN DISH WASHING AREA.",41.82270063,-87.69043573
1779,ALBERTO'S PIZZA,Restaurant,Risk 1 (High),1326 W MORSE AVE ,60626.0,2022,Complaint Re-Inspection,Pass,58. ALLERGEN TRAINING AS REQUIRED - Comments: : 2-102.13-- NO PROOF OF ALLERGEN TRAINING OR CERTIFICATES ON SITE FOR ALL THE CITY OF CHICAGO CERTIFIED FOOD MANAGERS. MUST PROVIDE.,42.00803845,-87.66481712
1782,BUFFALO WILD WINGS,Restaurant,Risk 1 (High),1832 N CLYBOURN AVE ,60614.0,2022,Complaint,Fail,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments:  FOUND NO EMPLOYEE HEALTH POLICY/TRAINING ON SITE. INSTRUCTED FACILITY TO ESTABLISH AN APPROPRIATE EMPLOYEE HEALTH POLICY/TRAINING SYSTEM AND MAINTAIN WITH VERIFIABLE DOCUMENTS ON SITE.  PRIORITY FOUNDATION VIOLATION 7-38-010. NO CITATION ISSUED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments:  MUST NOT USE CARDBOARDS AS LINER  FOR SHELVING.REMOVE.SURFACE MUST BE SMOOTH CLEANABLE AND NON-ABSORBENT MATERIAL.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments:  ACCUMULATED GREASE AND FOOD DEBRIS AT INTERIOR  AND EXTERIOR  OF COOKING EQUIPMENT, ON WALLS, UTILITY CONNECTIONS AND EQUIPMENT SURFACES BEHIND COOKING LINE.MUST CLEAN AND MAINTAIN | 50. HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE - Comments: NO HOT WATER/NO HOT RUNNING WATER AT FOLLOWING AREAS: BOTH WASHROOMS(SECOND FLOOR) AND NO OTHER WASHROOM AVAILABLE ON SITE, HANDWASHING SINK BY THE LOW TEMP DISH MACHINE(MAIN KITCHEN), AND MAIN BAR ON FIRST FLOOR(WATER COMPLETELY TURNED OFF).IF WATER WAS RUNNING, WATER TEMPERATURE OF 50F AND BELOW. PRIORITY VIOLATION. 7-38-030(C). NO CITATION ISSUED | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: BROKEN CAULKING BETWEEN WALL AND LOW TEMP DISH MACHINE,CLEAN AND REPLACE. ALSO BROKEN GROUTH BETWEEN FLOOR TILES IN DISH ROOM AND PREP AREA RE-GROUT SAID FLOOR TILE(WATER BETWEEN TILE) . | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments:  NO FOOD HANDLER TRAINING CERTIFICATE PROVIDED ON SITE,INSTRUCTED TO PROVIDE | 58. ALLERGEN TRAINING AS REQUIRED - Comments:  ADDITIONAL ALLERGEN TRAINING CERTIFICATES  PROVIDED ON SITE. INSTRUCTED TO PROVIDE FOR ALL  NEW CERTIFIED FOOD SERVICE MANAGERS",41.91427574,-87.65442049
